id,name,edition,set,price,seller,items_sold_by_seller,image,language,condition
1192125024,Charizard (BS 4),First Edition,,899.99,ricky1203,117,https://specimens.s3.filebase.com/1192125024.jpg,German,Good
1113690532,Charizard (BS 4),First Edition,,900.0,UniBear,463,https://specimens.s3.filebase.com/1113690532.jpg,German,Poor
1214970716,Charizard (BS 4),First Edition,,946.29,Games-Island,269000,https://specimens.s3.filebase.com/1214970716.jpg,German,Poor
1151743671,Charizard (BS 4),First Edition,,950.0,bloodline14,52,https://specimens.s3.filebase.com/1151743671.jpg,German,Good
1221681926,Charizard (BS 4),First Edition,,999.0,stefan44,14,https://specimens.s3.filebase.com/1221681926.jpg,German,Good
1168516366,Charizard (BS 4),First Edition,,1000.0,ThreeForOne-AT,87000,,German,Good
1210588528,Charizard (BS 4),First Edition,,1000.0,justinklme,65,,German,Good
1226668767,Charizard (BS 4),First Edition,,1099.99,Magicdealer-patte-de,130000,https://specimens.s3.filebase.com/1226668767.jpg,German,Excellent
1060140225,Charizard (BS 4),First Edition,,1100.0,PokeM1s1,1000,,German,Good
1215739566,Charizard (BS 4),First Edition,,1199.9,KnightotR1996,3000,,German,Excellent
1001637610,Charizard (BS 4),First Edition,,1229.0,Hall-of-Magic-MtG,468,,German,Played
1201626869,Charizard (BS 4),First Edition,,1349.99,Kartenguru,105000,https://specimens.s3.filebase.com/1201626869.jpg,German,Excellent
1235600901,Charizard (BS 4),First Edition,,1399.0,robber-click,1,,German,Excellent
1214192351,Charizard (BS 4),First Edition,,1499.0,JollyRogers,1000,,German,Excellent
1214136830,Charizard (BS 4),First Edition,,1500.0,ignal555,0,https://specimens.s3.filebase.com/1214136830.jpg,German,Excellent
1224567563,Charizard (BS 4),First Edition,,1700.0,Hitman131190,1,https://specimens.s3.filebase.com/1224567563.jpg,German,Near Mint
1212148982,Charizard (BS 4),First Edition,,1850.0,SpielRaum,34000,https://specimens.s3.filebase.com/1212148982.jpg,German,Good
1232878225,Charizard (BS 4),First Edition,,1899.99,ferci777,2000,https://specimens.s3.filebase.com/1230640884.jpg,German,Near Mint
1034539405,Charizard (BS 4),First Edition,,1900.0,SpielRaum,34000,https://specimens.s3.filebase.com/1034539405.jpg,German,Good
1145651878,Charizard (BS 4),First Edition,,1900.0,CardInvestor,2000,https://specimens.s3.filebase.com/1145651878.jpg,German,Played
1230103054,Charizard (BS 4),First Edition,,1900.0,Vaughn1337,324,,German,Near Mint
1223487947,Charizard (BS 4),First Edition,,1999.0,Schlabbes,1000,https://specimens.s3.filebase.com/1223487947.jpg,German,Excellent
1206122431,Charizard (BS 4),First Edition,,2300.0,SpielRaum,34000,https://specimens.s3.filebase.com/1206122431.jpg,German,Excellent
1231168326,Charizard (BS 4),First Edition,,2399.9,KnightotR1996,3000,,German,Mint
1121433362,Charizard (BS 4),First Edition,,2400.0,Daniels97,0,,German,Near Mint
988053870,Charizard (BS 4),First Edition,,2499.99,Heartforcards,11000,,German,Excellent
1137220278,Charizard (BS 4),First Edition,,2500.0,Jeanfritzlobo661,4,https://specimens.s3.filebase.com/1137220278.jpg,German,Good
1156929166,Charizard (BS 4),First Edition,,2600.0,John312,144,https://specimens.s3.filebase.com/1156929166.jpg,German,Excellent
1230642995,Charizard (BS 4),First Edition,,2848.0,ferci777,2000,https://specimens.s3.filebase.com/1230642995.jpg,German,Mint
1146559528,Charizard (BS 4),First Edition,,2849.0,hhhh95,62,https://specimens.s3.filebase.com/1146559528.jpg,German,Near Mint
1134248908,Charizard (BS 4),First Edition,,2895.0,hhhh95,62,,German,Near Mint
1204297549,Charizard (BS 4),First Edition,,2999.99,TschernoBill,1000,,German,Near Mint
1203698547,Charizard (BS 4),First Edition,,2999.99,MagicFlo1992,242,https://specimens.s3.filebase.com/1203698547.jpg,German,Near Mint
1204299327,Charizard (BS 4),First Edition,,2999.99,Fossi8,4,https://specimens.s3.filebase.com/1204299327.jpg,German,Excellent
1078168667,Charizard (BS 4),First Edition,,3000.0,bb1988,3,https://specimens.s3.filebase.com/1078168667.jpg,German,Excellent
985104880,Charizard (BS 4),First Edition,,3400.0,Olcay1992,84,https://specimens.s3.filebase.com/985104880.jpg,German,Near Mint
1209800832,Charizard (BS 4),First Edition,,3425.0,TCGringotts,1000,,German,Near Mint
1229014289,Charizard (BS 4),First Edition,,3500.0,SpielRaum,34000,https://specimens.s3.filebase.com/1229014289.jpg,German,Near Mint
1217688713,Charizard (BS 4),First Edition,,3500.0,isoxoxo,487,,German,Near Mint
1231491684,Charizard (BS 4),First Edition,,4000.0,schneppen91,0,,German,Mint
1221266815,Charizard (BS 4),First Edition,,4499.95,NinetyFive,51000,,English,Good
1233090493,Charizard (BS 4),First Edition,,4500.0,BaschtlB,0,https://specimens.s3.filebase.com/1233090493.jpg,German,Mint
1219779363,Charizard (BS 4),First Edition,,4792.0,Nerdstore-CH,226,https://specimens.s3.filebase.com/1219779363.jpg,German,Near Mint
1231259950,Charizard (BS 4),First Edition,,4800.0,Mustang11,0,https://specimens.s3.filebase.com/1231259950.jpg,German,Excellent
1214357468,Charizard (BS 4),First Edition,,4999.0,fage97,125,https://specimens.s3.filebase.com/1214357468.jpg,German,Mint
1203994027,Charizard (BS 4),First Edition,,5000.0,Kasi,6000,https://specimens.s3.filebase.com/1203994027.jpg,German,Near Mint
1220401256,Charizard (BS 4),First Edition,,5000.0,Jan 89,12,https://specimens.s3.filebase.com/1220401256.jpg,German,Near Mint
1231007720,Charizard (BS 4),First Edition,,6500.0,Sim0n788,4,,German,Mint
1219779745,Charizard (BS 4),First Edition,,7934.0,Nerdstore-CH,226,https://specimens.s3.filebase.com/1219779745.jpg,German,Near Mint
1159208321,Charizard (BS 4),First Edition,,8999.99,Heartforcards,11000,,German,Near Mint
1211052862,Charizard (BS 4),First Edition,,9999.0,tradingcardsgermany,1,,German,Near Mint
1212190609,Charizard (BS 4),First Edition,,10000.0,Heartforcards,11000,,German,Near Mint
1058555365,Charizard (BS 4),First Edition,,14700.0,kostasalimos1990,61,https://specimens.s3.filebase.com/1058555365.jpg,English,Near Mint
1164750991,Charizard (BS 4),First Edition,,14999.99,Elessar92,635,https://specimens.s3.filebase.com/1164750991.jpg,English,Excellent
1217342917,Charizard (BS 4),First Edition,,15000.0,Leidnix,1000,,German,Excellent
1230853606,Charizard (BS 4),First Edition,,15500.0,Wutpokemoncard,54,,English,Near Mint
1221995191,Charizard (BS 4),First Edition,,15999.9,KnightotR1996,3000,https://specimens.s3.filebase.com/1221995191.jpg,German,Mint
788342134,Charizard (BS 4),First Edition,,22000.0,MaxPayne1777,1000,,German,Mint
995778630,Charizard (BS 4),First Edition,,25000.0,MRGONZO85,409,,German,Mint
1223845086,Charizard (BS 4),First Edition,,25000.0,Robintjuh25,206,https://specimens.s3.filebase.com/1223845086.jpg,English,Near Mint
1221995437,Charizard (BS 4),First Edition,,27999.9,KnightotR1996,3000,https://specimens.s3.filebase.com/1221995437.jpg,German,Mint
1121646322,Charizard (BS 4),First Edition,,31000.0,PeterPan304,0,https://specimens.s3.filebase.com/1121646322.jpg,German,Mint
1177024676,Charizard (BS 4),First Edition,,100000.0,Cheru,4000,,German,Near Mint
1227581769,Charizard (BS 4),First Edition,,175000.0,Aleguglio,210,https://specimens.s3.filebase.com/1227581769.jpg,English,Mint
1219211748,Charizard (BS 4),First Edition,,175.0,DrAcula42,4,https://specimens.s3.filebase.com/1219211748.jpg,German,Poor
1163133981,Charizard (BS 4),First Edition,,249.0,Misterbale,30,,German,Poor
1233270114,Charizard (BS 4),First Edition,,249.99,RoKe-526,1,https://specimens.s3.filebase.com/1233270114.jpg,German,Poor
1013833869,Charizard (BS 4),First Edition,,295.0,Sabcard,46,https://specimens.s3.filebase.com/1013833869.jpg,German,Poor
1168348771,Charizard (BS 4),First Edition,,299.0,LordofGore,8000,https://specimens.s3.filebase.com/1168348771.jpg,German,Poor
1210257251,Charizard (BS 4),First Edition,,319.0,Alexxx-TCG,2000,https://specimens.s3.filebase.com/1210257251.jpg,German,Poor
1139217658,Charizard (BS 4),First Edition,,399.0,adrian19881126,268,https://specimens.s3.filebase.com/1139217658.jpg,German,Played
1192776989,Charizard (BS 4),First Edition,,490.0,Jellos,148,,German,Light Played
1216342732,Charizard (BS 4),First Edition,,575.0,SpielRaum,34000,https://specimens.s3.filebase.com/1216342732.jpg,German,Poor
1229414268,Charizard (BS 4),First Edition,,575.0,SpielRaum,34000,https://specimens.s3.filebase.com/1229414268.jpg,German,Poor
1123329048,Charizard (BS 4),First Edition,,650.0,ShoxcHB,0,https://specimens.s3.filebase.com/1123329048.jpg,German,Played
1230884670,Charizard (BS 4),First Edition,,699.99,GamersTrading,139,,German,Light Played
1046377340,Charizard (BS 4),First Edition,,700.0,Graph1x,3,https://specimens.s3.filebase.com/1046377340.jpg,German,Poor
1119525747,Charizard (BS 4),First Edition,,748.0,Paradoxon,11,https://specimens.s3.filebase.com/1119525747.jpg,German,Light Played
1120358822,Charizard (BS 4),First Edition,,749.0,MrTwain,613,https://specimens.s3.filebase.com/1120358822.jpg,German,Light Played
1060139545,Charizard (BS 4),First Edition,,750.0,PokeM1s1,1000,,German,Light Played
1216342382,Charizard (BS 4),First Edition,,775.0,SpielRaum,34000,https://specimens.s3.filebase.com/1216342382.jpg,German,Played
1215698190,Charizard (BS 4),First Edition,,785.0,Yannikkunz,0,https://specimens.s3.filebase.com/1215698190.jpg,German,Good
1235807100,Charizard (BS 4),First Edition,,799.0,ElDarkKnight,1,https://specimens.s3.filebase.com/1235807100.jpg,German,Near Mint
1230636909,Charizard (BS 4),First Edition,,898.99,ferci777,2000,https://specimens.s3.filebase.com/1230636909.jpg,German,Excellent
1230715658,Charizard (BS 4),First Edition,,899.0,tiescher,2,,German,Excellent
1233803105,Charizard (BS 4),First Edition,,899.99,timo145,565,https://specimens.s3.filebase.com/1233803105.jpg,German,Excellent
1192125024,Charizard (BS 4),First Edition,,899.99,ricky1203,117,https://specimens.s3.filebase.com/1192125024.jpg,German,Good
1113690532,Charizard (BS 4),First Edition,,900.0,UniBear,463,https://specimens.s3.filebase.com/1113690532.jpg,German,Poor
1214970716,Charizard (BS 4),First Edition,,946.29,Games-Island,269000,https://specimens.s3.filebase.com/1214970716.jpg,German,Poor
1151743671,Charizard (BS 4),First Edition,,950.0,bloodline14,52,https://specimens.s3.filebase.com/1151743671.jpg,German,Good
1221681926,Charizard (BS 4),First Edition,,999.0,stefan44,14,https://specimens.s3.filebase.com/1221681926.jpg,German,Good
1168516366,Charizard (BS 4),First Edition,,1000.0,ThreeForOne-AT,87000,,German,Good
1210588528,Charizard (BS 4),First Edition,,1000.0,justinklme,65,,German,Good
1226668767,Charizard (BS 4),First Edition,,1099.99,Magicdealer-patte-de,130000,https://specimens.s3.filebase.com/1226668767.jpg,German,Excellent
1060140225,Charizard (BS 4),First Edition,,1100.0,PokeM1s1,1000,,German,Good
1215739566,Charizard (BS 4),First Edition,,1199.9,KnightotR1996,3000,,German,Excellent
1001637610,Charizard (BS 4),First Edition,,1229.0,Hall-of-Magic-MtG,468,,German,Played
1201626869,Charizard (BS 4),First Edition,,1349.99,Kartenguru,105000,https://specimens.s3.filebase.com/1201626869.jpg,German,Excellent
1235600901,Charizard (BS 4),First Edition,,1399.0,robber-click,1,,German,Excellent
1214192351,Charizard (BS 4),First Edition,,1499.0,JollyRogers,1000,,German,Excellent
1214136830,Charizard (BS 4),First Edition,,1500.0,ignal555,0,https://specimens.s3.filebase.com/1214136830.jpg,German,Excellent
1224567563,Charizard (BS 4),First Edition,,1700.0,Hitman131190,1,https://specimens.s3.filebase.com/1224567563.jpg,German,Near Mint
1212148982,Charizard (BS 4),First Edition,,1850.0,SpielRaum,34000,https://specimens.s3.filebase.com/1212148982.jpg,German,Good
1232878225,Charizard (BS 4),First Edition,,1899.99,ferci777,2000,https://specimens.s3.filebase.com/1230640884.jpg,German,Near Mint
1034539405,Charizard (BS 4),First Edition,,1900.0,SpielRaum,34000,https://specimens.s3.filebase.com/1034539405.jpg,German,Good
1145651878,Charizard (BS 4),First Edition,,1900.0,CardInvestor,2000,https://specimens.s3.filebase.com/1145651878.jpg,German,Played
1230103054,Charizard (BS 4),First Edition,,1900.0,Vaughn1337,324,,German,Near Mint
1223487947,Charizard (BS 4),First Edition,,1999.0,Schlabbes,1000,https://specimens.s3.filebase.com/1223487947.jpg,German,Excellent
1206122431,Charizard (BS 4),First Edition,,2300.0,SpielRaum,34000,https://specimens.s3.filebase.com/1206122431.jpg,German,Excellent
1231168326,Charizard (BS 4),First Edition,,2399.9,KnightotR1996,3000,,German,Mint
1121433362,Charizard (BS 4),First Edition,,2400.0,Daniels97,0,,German,Near Mint
988053870,Charizard (BS 4),First Edition,,2499.99,Heartforcards,11000,,German,Excellent
1137220278,Charizard (BS 4),First Edition,,2500.0,Jeanfritzlobo661,4,https://specimens.s3.filebase.com/1137220278.jpg,German,Good
1156929166,Charizard (BS 4),First Edition,,2600.0,John312,144,https://specimens.s3.filebase.com/1156929166.jpg,German,Excellent
1230642995,Charizard (BS 4),First Edition,,2848.0,ferci777,2000,https://specimens.s3.filebase.com/1230642995.jpg,German,Mint
1146559528,Charizard (BS 4),First Edition,,2849.0,hhhh95,62,https://specimens.s3.filebase.com/1146559528.jpg,German,Near Mint
1134248908,Charizard (BS 4),First Edition,,2895.0,hhhh95,62,,German,Near Mint
1204297549,Charizard (BS 4),First Edition,,2999.99,TschernoBill,1000,,German,Near Mint
1203698547,Charizard (BS 4),First Edition,,2999.99,MagicFlo1992,242,https://specimens.s3.filebase.com/1203698547.jpg,German,Near Mint
1204299327,Charizard (BS 4),First Edition,,2999.99,Fossi8,4,https://specimens.s3.filebase.com/1204299327.jpg,German,Excellent
1078168667,Charizard (BS 4),First Edition,,3000.0,bb1988,3,https://specimens.s3.filebase.com/1078168667.jpg,German,Excellent
985104880,Charizard (BS 4),First Edition,,3400.0,Olcay1992,84,https://specimens.s3.filebase.com/985104880.jpg,German,Near Mint
1209800832,Charizard (BS 4),First Edition,,3425.0,TCGringotts,1000,,German,Near Mint
1229014289,Charizard (BS 4),First Edition,,3500.0,SpielRaum,34000,https://specimens.s3.filebase.com/1229014289.jpg,German,Near Mint
1217688713,Charizard (BS 4),First Edition,,3500.0,isoxoxo,487,,German,Near Mint
1231491684,Charizard (BS 4),First Edition,,4000.0,schneppen91,0,,German,Mint
1221266815,Charizard (BS 4),First Edition,,4499.95,NinetyFive,51000,,English,Good
1233090493,Charizard (BS 4),First Edition,,4500.0,BaschtlB,0,https://specimens.s3.filebase.com/1233090493.jpg,German,Mint
1219779363,Charizard (BS 4),First Edition,,4792.0,Nerdstore-CH,226,https://specimens.s3.filebase.com/1219779363.jpg,German,Near Mint
1231259950,Charizard (BS 4),First Edition,,4800.0,Mustang11,0,https://specimens.s3.filebase.com/1231259950.jpg,German,Excellent
1214357468,Charizard (BS 4),First Edition,,4999.0,fage97,125,https://specimens.s3.filebase.com/1214357468.jpg,German,Mint
1203994027,Charizard (BS 4),First Edition,,5000.0,Kasi,6000,https://specimens.s3.filebase.com/1203994027.jpg,German,Near Mint
1220401256,Charizard (BS 4),First Edition,,5000.0,Jan 89,12,https://specimens.s3.filebase.com/1220401256.jpg,German,Near Mint
1231007720,Charizard (BS 4),First Edition,,6500.0,Sim0n788,4,,German,Mint
1219779745,Charizard (BS 4),First Edition,,7934.0,Nerdstore-CH,226,https://specimens.s3.filebase.com/1219779745.jpg,German,Near Mint
1159208321,Charizard (BS 4),First Edition,,8999.99,Heartforcards,11000,,German,Near Mint
1211052862,Charizard (BS 4),First Edition,,9999.0,tradingcardsgermany,1,,German,Near Mint
1212190609,Charizard (BS 4),First Edition,,10000.0,Heartforcards,11000,,German,Near Mint
1058555365,Charizard (BS 4),First Edition,,14700.0,kostasalimos1990,61,https://specimens.s3.filebase.com/1058555365.jpg,English,Near Mint
1164750991,Charizard (BS 4),First Edition,,14999.99,Elessar92,635,https://specimens.s3.filebase.com/1164750991.jpg,English,Excellent
1217342917,Charizard (BS 4),First Edition,,15000.0,Leidnix,1000,,German,Excellent
1230853606,Charizard (BS 4),First Edition,,15500.0,Wutpokemoncard,54,,English,Near Mint
1221995191,Charizard (BS 4),First Edition,,15999.9,KnightotR1996,3000,https://specimens.s3.filebase.com/1221995191.jpg,German,Mint
788342134,Charizard (BS 4),First Edition,,22000.0,MaxPayne1777,1000,,German,Mint
995778630,Charizard (BS 4),First Edition,,25000.0,MRGONZO85,409,,German,Mint
1223845086,Charizard (BS 4),First Edition,,25000.0,Robintjuh25,206,https://specimens.s3.filebase.com/1223845086.jpg,English,Near Mint
1221995437,Charizard (BS 4),First Edition,,27999.9,KnightotR1996,3000,https://specimens.s3.filebase.com/1221995437.jpg,German,Mint
1121646322,Charizard (BS 4),First Edition,,31000.0,PeterPan304,0,https://specimens.s3.filebase.com/1121646322.jpg,German,Mint
1177024676,Charizard (BS 4),First Edition,,100000.0,Cheru,4000,,German,Near Mint
1227581769,Charizard (BS 4),First Edition,,175000.0,Aleguglio,210,https://specimens.s3.filebase.com/1227581769.jpg,English,Mint
1219211748,Charizard (BS 4),First Edition,,175.0,DrAcula42,4,https://specimens.s3.filebase.com/1219211748.jpg,German,Poor
1163133981,Charizard (BS 4),First Edition,,249.0,Misterbale,30,,German,Poor
1233270114,Charizard (BS 4),First Edition,,249.99,RoKe-526,1,https://specimens.s3.filebase.com/1233270114.jpg,German,Poor
1013833869,Charizard (BS 4),First Edition,,295.0,Sabcard,46,https://specimens.s3.filebase.com/1013833869.jpg,German,Poor
1168348771,Charizard (BS 4),First Edition,,299.0,LordofGore,8000,https://specimens.s3.filebase.com/1168348771.jpg,German,Poor
1210257251,Charizard (BS 4),First Edition,,319.0,Alexxx-TCG,2000,https://specimens.s3.filebase.com/1210257251.jpg,German,Poor
1139217658,Charizard (BS 4),First Edition,,399.0,adrian19881126,268,https://specimens.s3.filebase.com/1139217658.jpg,German,Played
1192776989,Charizard (BS 4),First Edition,,490.0,Jellos,148,,German,Light Played
1216342732,Charizard (BS 4),First Edition,,575.0,SpielRaum,34000,https://specimens.s3.filebase.com/1216342732.jpg,German,Poor
1229414268,Charizard (BS 4),First Edition,,575.0,SpielRaum,34000,https://specimens.s3.filebase.com/1229414268.jpg,German,Poor
1123329048,Charizard (BS 4),First Edition,,650.0,ShoxcHB,0,https://specimens.s3.filebase.com/1123329048.jpg,German,Played
1230884670,Charizard (BS 4),First Edition,,699.99,GamersTrading,139,,German,Light Played
1046377340,Charizard (BS 4),First Edition,,700.0,Graph1x,3,https://specimens.s3.filebase.com/1046377340.jpg,German,Poor
1119525747,Charizard (BS 4),First Edition,,748.0,Paradoxon,11,https://specimens.s3.filebase.com/1119525747.jpg,German,Light Played
1120358822,Charizard (BS 4),First Edition,,749.0,MrTwain,613,https://specimens.s3.filebase.com/1120358822.jpg,German,Light Played
1060139545,Charizard (BS 4),First Edition,,750.0,PokeM1s1,1000,,German,Light Played
1216342382,Charizard (BS 4),First Edition,,775.0,SpielRaum,34000,https://specimens.s3.filebase.com/1216342382.jpg,German,Played
1215698190,Charizard (BS 4),First Edition,,785.0,Yannikkunz,0,https://specimens.s3.filebase.com/1215698190.jpg,German,Good
1235807100,Charizard (BS 4),First Edition,,799.0,ElDarkKnight,1,https://specimens.s3.filebase.com/1235807100.jpg,German,Near Mint
1230636909,Charizard (BS 4),First Edition,,898.99,ferci777,2000,https://specimens.s3.filebase.com/1230636909.jpg,German,Excellent
1230715658,Charizard (BS 4),First Edition,,899.0,tiescher,2,,German,Excellent
1233803105,Charizard (BS 4),First Edition,,899.99,timo145,565,https://specimens.s3.filebase.com/1233803105.jpg,German,Excellent
1192125024,Charizard (BS 4),First Edition,,899.99,ricky1203,117,https://specimens.s3.filebase.com/1192125024.jpg,German,Good
1113690532,Charizard (BS 4),First Edition,,900.0,UniBear,463,https://specimens.s3.filebase.com/1113690532.jpg,German,Poor
1214970716,Charizard (BS 4),First Edition,,946.29,Games-Island,269000,https://specimens.s3.filebase.com/1214970716.jpg,German,Poor
1151743671,Charizard (BS 4),First Edition,,950.0,bloodline14,52,https://specimens.s3.filebase.com/1151743671.jpg,German,Good
1221681926,Charizard (BS 4),First Edition,,999.0,stefan44,14,https://specimens.s3.filebase.com/1221681926.jpg,German,Good
1168516366,Charizard (BS 4),First Edition,,1000.0,ThreeForOne-AT,87000,,German,Good
1210588528,Charizard (BS 4),First Edition,,1000.0,justinklme,65,,German,Good
1226668767,Charizard (BS 4),First Edition,,1099.99,Magicdealer-patte-de,130000,https://specimens.s3.filebase.com/1226668767.jpg,German,Excellent
1060140225,Charizard (BS 4),First Edition,,1100.0,PokeM1s1,1000,,German,Good
1215739566,Charizard (BS 4),First Edition,,1199.9,KnightotR1996,3000,,German,Excellent
1001637610,Charizard (BS 4),First Edition,,1229.0,Hall-of-Magic-MtG,468,,German,Played
1201626869,Charizard (BS 4),First Edition,,1349.99,Kartenguru,105000,https://specimens.s3.filebase.com/1201626869.jpg,German,Excellent
1235600901,Charizard (BS 4),First Edition,,1399.0,robber-click,1,,German,Excellent
1214192351,Charizard (BS 4),First Edition,,1499.0,JollyRogers,1000,,German,Excellent
1214136830,Charizard (BS 4),First Edition,,1500.0,ignal555,0,https://specimens.s3.filebase.com/1214136830.jpg,German,Excellent
1224567563,Charizard (BS 4),First Edition,,1700.0,Hitman131190,1,https://specimens.s3.filebase.com/1224567563.jpg,German,Near Mint
1212148982,Charizard (BS 4),First Edition,,1850.0,SpielRaum,34000,https://specimens.s3.filebase.com/1212148982.jpg,German,Good
1232878225,Charizard (BS 4),First Edition,,1899.99,ferci777,2000,https://specimens.s3.filebase.com/1230640884.jpg,German,Near Mint
1034539405,Charizard (BS 4),First Edition,,1900.0,SpielRaum,34000,https://specimens.s3.filebase.com/1034539405.jpg,German,Good
1145651878,Charizard (BS 4),First Edition,,1900.0,CardInvestor,2000,https://specimens.s3.filebase.com/1145651878.jpg,German,Played
1230103054,Charizard (BS 4),First Edition,,1900.0,Vaughn1337,324,,German,Near Mint
1223487947,Charizard (BS 4),First Edition,,1999.0,Schlabbes,1000,https://specimens.s3.filebase.com/1223487947.jpg,German,Excellent
1206122431,Charizard (BS 4),First Edition,,2300.0,SpielRaum,34000,https://specimens.s3.filebase.com/1206122431.jpg,German,Excellent
1231168326,Charizard (BS 4),First Edition,,2399.9,KnightotR1996,3000,,German,Mint
1121433362,Charizard (BS 4),First Edition,,2400.0,Daniels97,0,,German,Near Mint
988053870,Charizard (BS 4),First Edition,,2499.99,Heartforcards,11000,,German,Excellent
1137220278,Charizard (BS 4),First Edition,,2500.0,Jeanfritzlobo661,4,https://specimens.s3.filebase.com/1137220278.jpg,German,Good
1156929166,Charizard (BS 4),First Edition,,2600.0,John312,144,https://specimens.s3.filebase.com/1156929166.jpg,German,Excellent
1230642995,Charizard (BS 4),First Edition,,2848.0,ferci777,2000,https://specimens.s3.filebase.com/1230642995.jpg,German,Mint
1146559528,Charizard (BS 4),First Edition,,2849.0,hhhh95,62,https://specimens.s3.filebase.com/1146559528.jpg,German,Near Mint
1134248908,Charizard (BS 4),First Edition,,2895.0,hhhh95,62,,German,Near Mint
1204297549,Charizard (BS 4),First Edition,,2999.99,TschernoBill,1000,,German,Near Mint
1203698547,Charizard (BS 4),First Edition,,2999.99,MagicFlo1992,242,https://specimens.s3.filebase.com/1203698547.jpg,German,Near Mint
1204299327,Charizard (BS 4),First Edition,,2999.99,Fossi8,4,https://specimens.s3.filebase.com/1204299327.jpg,German,Excellent
1078168667,Charizard (BS 4),First Edition,,3000.0,bb1988,3,https://specimens.s3.filebase.com/1078168667.jpg,German,Excellent
985104880,Charizard (BS 4),First Edition,,3400.0,Olcay1992,84,https://specimens.s3.filebase.com/985104880.jpg,German,Near Mint
1209800832,Charizard (BS 4),First Edition,,3425.0,TCGringotts,1000,,German,Near Mint
1229014289,Charizard (BS 4),First Edition,,3500.0,SpielRaum,34000,https://specimens.s3.filebase.com/1229014289.jpg,German,Near Mint
1217688713,Charizard (BS 4),First Edition,,3500.0,isoxoxo,487,,German,Near Mint
1231491684,Charizard (BS 4),First Edition,,4000.0,schneppen91,0,,German,Mint
1221266815,Charizard (BS 4),First Edition,,4499.95,NinetyFive,51000,,English,Good
1233090493,Charizard (BS 4),First Edition,,4500.0,BaschtlB,0,https://specimens.s3.filebase.com/1233090493.jpg,German,Mint
1219779363,Charizard (BS 4),First Edition,,4792.0,Nerdstore-CH,226,https://specimens.s3.filebase.com/1219779363.jpg,German,Near Mint
1231259950,Charizard (BS 4),First Edition,,4800.0,Mustang11,0,https://specimens.s3.filebase.com/1231259950.jpg,German,Excellent
1214357468,Charizard (BS 4),First Edition,,4999.0,fage97,125,https://specimens.s3.filebase.com/1214357468.jpg,German,Mint
1203994027,Charizard (BS 4),First Edition,,5000.0,Kasi,6000,https://specimens.s3.filebase.com/1203994027.jpg,German,Near Mint
1220401256,Charizard (BS 4),First Edition,,5000.0,Jan 89,12,https://specimens.s3.filebase.com/1220401256.jpg,German,Near Mint
1231007720,Charizard (BS 4),First Edition,,6500.0,Sim0n788,4,,German,Mint
